1F,-21.92
1F,-21.65
1F,-21.79
1F,-22.13
1F,-22.02
1F,-22.21
1F,-21.78
1F,-21.79
1F,-22.49
1F,-21.01
1F,-22.85
1F,-21.33
1F,-21.5
1F,-21.59
1F,-21.34
1F,-21.5
